,date_commenced,claim,verdict
3359,2000-10-17,let three day waiting period cooling background check make sure criminal people really gun get al gore vice president,0
3360,2004-09-30,matter fact global effort george w bush president,1
3361,1984-10-07,military morale high ronald reagan president,0
3362,1984-10-21,ought deal country separately walter mondale former vice president,0
3363,2012-10-16,make lot money pay lower tax rate somebody make lot le barack obama president,1
3364,1996-10-06,trying save medicare rescued social security bipartisan commission bob dole senator,1
3365,1960-10-07,submit look program program example regard federal reserve uh free money loose money uh high low interest rate program economic field generally program adopted tried truman administration richard nixon vice president,1
3366,2012-10-16,record four consecutive year said running office would cut deficit half mitt romney governor,1
3367,2008-10-15,going solve problem barack obama senator,0
3368,1992-10-15,deficit building year bill clinton governor,1
3369,2016-10-19,hillary want give amnesty donald trump businessman,1
3370,2000-10-17,know get president george w bush governor,0
3371,2004-10-13,people fly airplane today cargo hold x rayed baggage john kerry senator,1
3372,2000-10-11,fact cast tie breaking vote close majority house representative went way al gore vice president,1
3373,1960-10-07,eleven dictator south america central america came richard nixon vice president,1
3374,2016-10-09,could done year ago way donald trump businessman,0
3375,2016-09-26,mean negotiating trade deal donald trump businessman,0
3376,1996-10-16,get percent increase year enough bob dole senator,1
3377,2000-10-17,single mother making year today trying raise two child every additional dollar earn pay higher marginal rate dollar someone making right george w bush governor,1
3378,2004-10-13,president never vetoed one bill first president hundred year john kerry senator,1
3379,1992-10-15,set strong example point sit capitol hill tomorrow night going talking government reform long subject let finish tonight ross perot independent candidate,0
3380,2000-10-11,thought president made right decision joining nato bombing serbia george w bush governor,0
3381,1992-10-11,talk rationally george bush president,0
3382,1992-10-11,first one put sanction george bush president,1
3383,2000-10-03,could probably give example decision last year al gore vice president,0
3384,2016-10-19,take care illegal immigrant people come country illegally better take care vet donald trump businessman,1
3385,2012-10-16,syria syria tragedy civilian killed military also strategic strategically significant player america mitt romney governor,1
3386,2000-10-17,heard george w bush governor,0
3387,1976-09-23,none uh responsible health care jimmy carter governor,0
3388,1992-10-15,believe free fair trade thing saved u george bush president,0
3389,2004-10-08,block passed united state senate john kerry senator,1
3390,1988-10-13,going president serious hope expect liked american people michael dukakis governor,0
3391,1992-10-15,texas could unlimited absence go livestock show ross perot independent candidate,1
3392,1992-10-19,pay social security get paid upper income people bill clinton governor,0
3393,1992-10-19,want country people coming together across line race region income bill clinton governor,0
3394,2012-10-16,thank mr president also part debate mitt romney governor,0
3395,1976-09-23,addition job would available right gerald r ford president,1
3396,2000-10-11,meant george w bush governor,0
3397,2012-10-03,corporation individual mitt romney governor,0
3398,1976-10-06,well uh panamanian question one confused mr ford jimmy carter governor,0
3399,2016-09-26,president sit around table get approve something donald trump businessman,0
3400,2000-10-03,make bad investment bad al gore vice president,0
3401,1960-10-07,primarily ideological battle battle mind heart soul men richard nixon vice president,0
3402,2016-09-26,large part tax policy slashed tax wealthy failed invest middle class took eye wall street created perfect storm hillary clinton secretary,1
3403,2012-10-03,business many gone business think half one invested gone business mitt romney governor,1
3404,1992-10-15,mr quayle said network said true bill clinton governor,0
3405,1976-10-22,since depth recession added four million job gerald r ford president,1
3406,2000-10-17,well great question george w bush governor,0
3407,1960-10-21,offered africa federal government john f kennedy senator,1
3408,2012-10-22,investing company mitt romney governor,0
3409,2000-10-17,recently federal trade commission pointed entertainment company warned parent material inappropriate child turned around behind back parent advertised adult material directly child al gore vice president,1
